Region,1990,2020
East Asia & Pacific,99.63560268,92.32102671
Europe & Central Asia,100,99.97924516
Latin America & Caribbean,93.28962933,97.32501855
Middle East & North Africa,99.63793318,95.05915901
North America,100,100
South Asia,30.34,96.84492264
Sub-Saharan Africa,43.26039124,51.19888752
